date,cases,total cases,death,total death,intensive care,hosp_patients,airplane passengers monthly average,min temp,max temp,school closures,retail and recreation,grocery and pharmacy,residential,transit stations,parks,workplaces,total doses,total new doses,total vaccinated,cancel public events,stringency index,stay home requirements,face coverings,public information campaigns,close public transport,international travel control,testing policy,Workplace closing,Restrictions on gatherings,Restrictions on internal movement,International travel controls,Income support,Debt/contract relief,Contact tracing,Vaccination policy,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
2021-03-23,14063,758335,53,13315,17,1728,3311,4.7,14.3,2,-19.857,-4,8.143,-39,36.571,-19.714,1516397,28.432,1054983,2,69.44,1,2,2,1,3,2,2,4,1,3,2,0,1,2,60.05,63.27,37.5
2021-03-24,7649,765984,42,13357,30,1707,3311,6,10,2,-19.571,-3.571,8.143,-39,35.714,-19.714,1544829,28.432,1073409,2,69.44,1,2,2,1,3,2,2,4,1,3,2,0,1,2,60.05,63.27,37.5
2021-03-25,7706,773690,16,13373,25,1714,3311,4.4,10.8,2,-18.286,-2.429,8,-38.571,38.286,-19.714,1573261,28.432,1091835,2,69.44,1,2,2,1,3,2,2,4,1,3,2,0,1,2,60.05,63.27,37.5
2021-03-26,6328,780018,29,13402,29,1711,3311,4.1,12.8,2,-17.429,-2.143,7.857,-38.143,40.857,-19.714,1601693,28.432,1110261,2,69.44,1,2,2,1,3,2,2,4,1,3,2,0,1,2,60.05,63.27,37.5
2021-03-27,0,780018,0,13402,22,1706,3311,5.3,12.2,2,-16.429,-1.571,7.714,-37.571,41,-19.571,1630125,28.432,1128687,2,69.44,1,2,2,1,3,2,2,4,1,3,2,1,1,2,63.18,63.27,62.5
2021-03-28,0,780018,0,13402,24,1718,3311,3,6.9,2,-16.429,-1.714,7.857,-38.143,34.571,-19.857,1658563,28.438,1147113,2,69.44,1,2,2,1,3,2,2,4,1,3,2,1,1,2,63.18,63.27,62.5
2021-03-29,0,780018,0,13402,27,1743,3311,6.1,12.5,2,-15.714,-1,8,-38.286,31.571,-20.286,1696608,38.045,1175300,2,69.44,1,2,2,1,3,2,2,4,1,3,2,1,1,2,63.18,63.27,62.5
2021-03-30,16427,796445,28,13430,29,1882,3311,10.4,13.8,2,-14.429,0.429,7.857,-38,33.571,-20.714,1734653,38.045,1203487,2,69.44,1,2,2,1,3,2,2,4,1,3,2,1,1,2,63.18,63.27,62.5
2021-03-31,8441,804886,35,13465,38,1870,3311,5.5,7.6,2,-12.857,2.429,7.571,-37.571,36.143,-21.143,1772698,38.045,1231674,2,69.44,1,2,2,1,3,2,2,4,1,3,2,1,1,2,63.18,63.27,62.5
2021-04-01,8305,813191,33,13498,30,1871,3576,2.7,9.7,1,-11.143,4.429,7.429,-37,42.571,-22.429,1810743,38.045,1259861,2,65.74,1,2,2,1,3,2,2,4,1,3,2,1,1,2,61.09,60.89,62.5
2021-04-02,0,813191,0,13498,32,1873,3576,2.9,9,1,-15.143,2,8.857,-39.714,51.571,-29.571,1848788,38.045,1288048,2,65.74,1,2,2,1,3,2,2,4,1,3,2,1,1,2,61.09,60.89,62.5
2021-04-03,0,813191,0,13498,29,1885,3576,2.2,8.1,1,-18,0.143,8.571,-40.143,61.286,-30.857,1886833,38.045,1316235,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-04,0,813191,0,13498,34,1891,3576,4,12.4,1,-18.714,-0.571,8,-39.286,74.143,-31.429,1924878,38.045,1344428,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-05,0,813191,0,13498,31,1902,3576,-1.2,3.1,1,-21.714,-2.857,9.429,-42.143,77,-38.429,1974431,49.553,1380464,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-06,21802,834993,35,13533,32,2052,3576,2.1,7.8,1,-22.571,-3.857,9.571,-42.857,73.286,-39.286,2023984,49.553,1416500,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-07,6814,841807,45,13578,39,2069,3576,2.3,7.1,1,-23.571,-5.571,9.857,-43.286,74.286,-40,2073537,49.553,1452536,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-08,7822,849629,17,13595,41,2062,3576,1.2,8.6,1,-25.286,-8.286,10.143,-44.143,70.143,-39.857,2123090,49.553,1488572,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-09,7772,857401,26,13621,40,2085,3576,3.1,8.8,1,-22.286,-6.429,9.143,-42.429,56.286,-34,2172643,49.553,1524608,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-10,0,857401,0,13621,37,2093,3576,2.5,9.2,1,-19.714,-5,9.286,-41.571,53.714,-32.714,2222196,49.553,1560644,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-11,0,857401,0,13621,30,2098,3576,2.6,9.6,1,-19.286,-4.429,9.857,-42.286,42.286,-32.286,2271751,49.555,1596680,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-12,0,857401,0,13621,35,2165,3576,5.3,8.4,1,-17,-2.571,8.429,-39.143,40.286,-24.714,2339792,68.041,1655134,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-13,19105,876506,39,13660,41,2177,3576,3.5,8.3,1,-17.714,-2.714,8.429,-38.714,37.857,-23.429,2407833,68.041,1713588,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-14,8879,885385,60,13720,28,2134,3576,2,8.4,1,-18,-2.857,8.286,-38.143,38.571,-22.143,2475874,68.041,1772042,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-15,7095,892480,41,13761,34,2131,3576,2.7,10.7,1,-18.429,-2.857,8.143,-37.571,39.857,-20.714,2543915,68.041,1830496,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-16,7658,900138,27,13788,41,2142,3576,3.2,11.9,1,-18,-2.571,7.571,-36.429,49.571,-19.143,2611956,68.041,1888950,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-17,0,900138,0,13788,37,2140,3576,5,12.4,1,-18.286,-2.571,7.571,-36.286,54.429,-18.857,2679997,68.041,1947404,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-18,0,900138,0,13788,30,2146,3576,6.6,13,1,-17.143,-1.714,7.143,-34.714,71.429,-18,2748041,68.044,2005859,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-19,0,900138,0,13788,29,2228,3576,7.6,14,1,-15.714,-1,6.714,-33.857,83.571,-17.714,2811153,63.112,2063454,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-20,16692,916830,37,13825,33,2189,3576,8.3,15.2,1,-14.286,-0.143,6.429,-33,96.286,-17.429,2874265,63.112,2121049,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-21,7510,924340,38,13863,31,2147,3576,7.9,15.2,1,-13.857,0.286,6.429,-33,95.286,-17.286,2937377,63.112,2178644,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-22,7736,932076,19,13882,29,2154,3576,1,2.6,1,-14.429,0,6.571,-33.571,87.857,-17.286,3000489,63.112,2236239,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-23,6267,938343,41,13923,29,2106,3576,2.7,7.7,1,-13.714,0.714,6.571,-33.571,83.714,-17.286,3063601,63.112,2293834,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-24,0,938343,0,13923,23,2096,3576,2.2,5.7,1,-12.857,1.143,6.714,-34,75.857,-17.429,3126713,63.112,2351429,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-25,0,938343,0,13923,37,2107,3576,1.5,4.4,1,-12.857,1.143,7,-35.143,62.429,-17.857,3189826,63.113,2409028,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-26,0,938343,0,13923,28,2099,3576,2.1,4.7,1,-13.143,1,7.143,-35.571,54.143,-17.857,3247118,57.292,2462330,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-27,14911,953254,45,13968,27,2031,3576,3.2,11.6,1,-13,1,7.286,-35.857,48,-17.857,3304410,57.292,2515632,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-28,7266,960520,32,14000,23,1991,3576,4.3,9.4,1,-12.429,1.429,7.143,-35.571,50.286,-17.857,3361702,57.292,2568934,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-29,7158,967678,2,14002,32,1963,3576,5.1,9.4,1,-11,2.714,6.857,-34.714,56.571,-17.714,3418994,57.292,2622236,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-04-30,5926,973604,46,14048,36,1956,3576,5,10.7,1,-11.286,2.714,6.714,-34.286,64.571,-18.143,3476286,57.292,2675538,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-05-01,0,973604,0,14048,28,1947,4613,5.2,10.9,1,-12.857,1.714,6.571,-34,73.857,-19.143,3533578,57.292,2728840,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-05-02,0,973604,0,14048,32,1957,4613,6.5,11.4,1,-12.571,1.857,6.286,-33.286,81.286,-19,3590876,57.298,2782146,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,2,57.97,60.89,37.5
2021-05-03,0,973604,0,14048,29,1923,4613,7.1,12.1,1,-12.571,1.857,6.286,-33.143,82.714,-19.143,3656546,65.67,2831197,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-04,14950,988554,43,14091,24,1885,4613,4.9,11.3,1,-13.429,1.429,6.429,-33.571,76.143,-19.286,3722216,65.67,2880248,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-05,7041,995595,60,14151,26,1798,4613,1.9,4.6,1,-14.714,0.571,6.714,-34.429,67.429,-19.429,3787886,65.67,2929299,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-06,6526,1002121,7,14158,30,1791,4613,3.3,4.4,1,-15.714,-0.286,6.857,-35,62.143,-19.571,3853556,65.67,2978350,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-07,5671,1007792,15,14173,26,1781,4613,2.6,6.3,1,-15.857,-0.714,7,-35.429,55,-19,3919226,65.67,3027401,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-08,0,1007792,0,14173,24,1769,4613,6.8,13.3,1,-14.429,0.143,7,-35.143,51.857,-17.714,3984896,65.67,3076452,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-09,0,1007792,0,14173,22,1749,4613,6.4,10.6,1,-15,-0.286,7.286,-36,44.429,-18,4050569,65.673,3125506,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-10,0,1007792,0,14173,27,1761,4613,9.3,17.5,1,-14.857,-0.286,7.286,-35.857,48.143,-17.857,4111609,61.04,3165354,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-11,13812,1021604,44,14217,22,1745,4613,14.2,24.1,1,-13.857,0.429,7,-35.143,59.143,-17.571,4172649,61.04,3205202,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-12,6330,1027934,50,14267,13,1644,4613,15.6,20.8,1,-10.571,3.571,6.143,-33,81.571,-17.571,4233689,61.04,3245050,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-13,0,1027934,0,14267,14,1627,4613,15.3,23.3,1,-11,3.286,7,-34,116.857,-24.857,4294729,61.04,3284898,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-14,9192,1037126,8,14275,20,1555,4613,11,15.7,1,-10.143,3.429,7.571,-34.714,130.857,-29.571,4355769,61.04,3324746,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-15,0,1037126,0,14275,12,1546,4613,9.5,15,1,-10.571,3.286,7.571,-35.429,128.714,-30.571,4416809,61.04,3364594,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-16,0,1037126,0,14275,10,1507,4613,9.3,17.4,1,-10,3.571,7,-34.143,135.143,-30,4477852,61.043,3404442,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-17,0,1037126,0,14275,17,1432,4613,9.5,16.4,1,-10,4.143,6.857,-34,134.143,-29.857,4542946,65.094,3440113,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-18,10017,1047143,26,14301,10,1418,4613,10.5,20.2,1,-9.857,4.286,6.714,-33.714,136.286,-29.571,4608040,65.094,3475784,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-19,4619,1051762,48,14349,16,1329,4613,12.6,19.2,1,-11.429,2.429,7,-34.429,129.286,-29,4673134,65.094,3511455,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-20,3411,1055173,2,14351,6,1216,4613,10.2,18.1,1,-9.429,4.143,5.857,-32.857,105,-21.143,4738228,65.094,3547126,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-21,3168,1058341,15,14366,12,1162,4613,9.2,19.1,1,-9.571,4.714,5,-31.714,95.857,-16,4803322,65.094,3582797,2,65.74,1,2,2,1,3,2,2,4,1,3,2,0,1,3,59.22,62.32,37.5
2021-05-22,0,1058341,0,14366,9,1157,4613,10.1,16.9,0,-9.143,5.571,4.857,-31.286,96.429,-14.571,4868416,65.094,3618468,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-23,0,1058341,0,14366,17,1148,4613,11,17.3,0,-9.571,5.714,5.286,-32.429,90.714,-14.571,4933514,65.098,3654145,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-24,0,1058341,0,14366,11,1092,4613,9.8,14.9,0,-9.143,5.571,5.286,-32.571,91.571,-14.286,5002891,69.377,3682127,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-25,6034,1064375,30,14396,11,1031,4613,10.4,15.9,0,-8.714,6.143,5.429,-33.143,82,-14.286,5072268,69.377,3710109,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-26,2732,1067107,40,14436,12,974,4613,8.2,9.6,0,-9,6,5.714,-34.143,69.857,-14.286,5141645,69.377,3738091,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-27,1366,1068473,15,14451,11,954,4613,6,7,0,-8.714,6,5.714,-34.286,63.714,-14.143,5211022,69.377,3766073,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-28,0,1068473,0,14451,5,884,4613,6.5,15.6,0,-7.571,6.571,5.429,-33.571,71.286,-13.857,5280399,69.377,3794055,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-29,0,1068473,0,14451,7,858,4613,11.6,19.1,0,-5.714,7.571,5,-31.429,88.143,-13,5349776,69.377,3822037,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-30,0,1068473,0,14451,3,847,4613,12.1,22.3,0,-2.429,10.286,4.143,-28.571,111.714,-11.429,5419157,69.381,3850021,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-05-31,0,1068473,0,14451,3,771,4613,15.5,21.3,0,-1.143,11.286,4,-28,118.857,-11.143,5502879,83.722,3880962,2,63.89,1,2,2,1,3,2,2,4,1,3,2,0,1,3,58.18,61.13,37.5
2021-06-01,0,1068473,0,14451,5,716,10770,11.6,17.1,0,-0.143,11.571,3.714,-27.143,132,-10.857,5586601,83.722,3911903,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-02,0,1068473,0,14451,4,660,10770,14.5,22.3,0,1.571,12.571,3.286,-25.857,150.429,-10.571,5670323,83.722,3942844,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-03,8520,1076993,61,14512,4,643,10770,16.9,23.3,0,2.571,13,3,-24.857,167.286,-10.429,5754045,83.722,3973785,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-04,1069,1078062,11,14523,4,598,10770,16,23,0,2.857,12.857,2.857,-24.429,175.571,-10.571,5837767,83.722,4004726,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-05,0,1078062,0,14523,1,592,10770,18.3,25.7,0,2.571,12.571,2.714,-24.143,182.429,-10.857,5921489,83.722,4035667,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-06,0,1078062,0,14523,8,569,10770,17.6,26.4,0,2,11.857,2.714,-24.143,186.714,-11.571,6005213,83.724,4066612,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-07,0,1078062,0,14523,9,541,10770,20,27.7,0,2.429,12.429,2.571,-24,187.571,-11.714,6102615,97.402,4105106,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-08,2671,1080733,23,14546,4,535,10770,17.1,24.2,0,2.857,12.857,2.571,-23.857,190.714,-11.857,6200017,97.402,4143600,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-09,1165,1081898,16,14562,7,495,10770,16.2,22.5,0,3.429,13.286,2.429,-23.571,192,-12,6297419,97.402,4182094,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-10,831,1082729,3,14565,3,478,10770,18,25.5,0,4.286,13.857,2.286,-23.143,195.143,-12.286,6394821,97.402,4220588,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-11,727,1083456,9,14574,3,454,10770,20,25.2,0,4.143,13.714,2.286,-23.286,192.571,-13.143,6492223,97.402,4259082,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-12,0,1083456,0,14574,1,449,10770,13.6,21.6,0,3.571,13.286,2.571,-24.714,173.857,-13.429,6589625,97.402,4297576,1,54.63,1,2,2,1,3,2,1,4,1,3,2,0,1,4,54.22,56.61,37.5
2021-06-13,0,1083456,0,14574,5,446,10770,14.3,20.9,0,3.286,12.714,2.714,-25,166.143,-13.286,6687028,97.403,4336074,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-14,0,1083456,0,14574,1,444,10770,16.6,23.4,0,2.857,12.429,2.857,-25.571,161.429,-14.286,6797572,110.544,4379384,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-15,1180,1084636,0,14574,3,426,10770,14.9,21.6,0,2.571,12,2.857,-25.857,161.143,-15.143,6908116,110.544,4422694,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-16,0,1084636,0,14574,2,408,10770,15.5,22.7,0,2.286,11.571,3,-26.286,164,-16.143,7018660,110.544,4466004,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-17,0,1084636,0,14574,3,388,10770,19.2,24.1,0,1.429,11,3,-26.857,167.286,-17.286,7129204,110.544,4509314,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-18,0,1084636,0,14574,0,374,10770,19.8,29.6,0,0.857,10.857,3.143,-27.143,173.429,-18.143,7239748,110.544,4552624,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-19,0,1084636,0,14574,2,370,10770,16.8,29.1,0,0.714,11.143,2.857,-26.143,190.286,-18.429,7350292,110.544,4595934,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-20,0,1084636,0,14574,0,366,10770,21.7,29.5,0,0.286,11.143,2.714,-26.286,192.429,-18.857,7460838,110.546,4639250,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-21,0,1084636,0,14574,5,325,10770,22.2,29.4,0,1,11.571,2.714,-26.143,198.429,-19.714,7551949,91.111,4680528,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-22,3378,1088014,34,14608,2,307,10770,17.6,29.4,0,1.714,12.429,2.714,-26.429,198.714,-20.571,7643060,91.111,4721806,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-23,504,1088518,8,14616,2,286,10770,15.7,23,0,2.286,14,2.571,-26.571,193.857,-21.286,7734171,91.111,4763084,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-24,378,1088896,3,14619,3,259,10770,18,24.6,0,4.714,18.571,2.286,-26.286,195.714,-22.571,7825282,91.111,4804362,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-25,0,1088896,0,14619,0,256,10770,17.2,22.7,0,-2.286,14.571,3.143,-29.286,196.714,-29.714,7916393,91.111,4845640,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-26,0,1088896,0,14619,1,257,10770,18,22.7,0,-6.571,10.857,3.286,-31,195.571,-33.286,8007504,91.111,4886918,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-27,0,1088896,0,14619,2,256,10770,19.1,28,0,-5.143,10.857,3,-31.143,192.429,-33.714,8098617,91.113,4928198,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-28,0,1088896,0,14619,0,250,10770,19.3,27.3,0,-3.857,11.286,2.714,-30.714,205.714,-34.429,8203490,104.873,4986959,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-29,847,1089743,7,14626,0,222,10770,21.6,28.2,0,-4,10.714,2.571,-30.571,217.857,-35.286,8308363,104.873,5045720,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-06-30,247,1089990,3,14629,1,218,10770,16.1,21.5,0,-3.857,9,2.571,-30.857,221,-36.143,8413236,104.873,5104481,1,54.63,1,1,2,1,3,2,1,4,1,3,2,0,1,4,53.44,55.71,37.5
2021-07-01,563,1090553,1,14630,0,205,19757,17.3,25.3,0,-5.429,4.571,3.143,-31.429,215.429,-36.143,8518109,104.873,5163242,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-02,327,1090880,1,14631,3,207,19757,18.5,27.7,0,2.429,8.714,2.286,-28.429,216.143,-30,8622982,104.873,5222003,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-03,0,1090880,0,14631,0,205,19757,20.8,27.1,0,7.429,12,1.857,-25.429,226.571,-26.571,8727855,104.873,5280764,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-04,0,1090880,0,14631,0,201,19757,21.8,28.9,0,7.286,12.429,2,-24.429,239.714,-26.286,8832733,104.878,5339527,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-05,0,1090880,0,14631,2,185,19757,20.9,28.1,0,7,12.429,2.286,-24.714,240.286,-27.143,8918131,85.398,5394809,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-06,850,1091730,2,14633,1,176,19757,20.8,27.9,0,7.714,12.714,2.571,-24.714,243.429,-27.857,9003529,85.398,5450091,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-07,353,1092083,6,14639,1,171,19757,18.3,22.1,0,8,13.286,3,-24.714,248.857,-28.714,9088927,85.398,5505373,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-08,225,1092308,3,14642,2,166,19757,19.5,26.4,0,8,13.286,2.857,-24.429,263.143,-29.571,9174325,85.398,5560655,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-09,232,1092540,1,14643,1,155,19757,20,25.4,0,7.857,13,3,-24.714,262.571,-30.429,9259723,85.398,5615937,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-10,0,1092540,0,14643,0,153,19757,21.7,27.1,0,8.143,13.286,3.429,-26.143,243.857,-31,9345121,85.398,5671219,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-11,0,1092540,0,14643,0,154,19757,19.1,27.2,0,8.143,13.286,3.429,-26,242.571,-31,9430521,85.4,5726501,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-12,0,1092540,0,14643,0,148,19757,19.7,26.8,0,8.286,13.571,3.429,-25.857,260.429,-32.429,9503508,72.987,5776592,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-13,669,1093209,2,14645,3,147,19757,20.7,27.6,0,7.857,13.714,3.429,-25.857,280.143,-34.143,9576495,72.987,5826683,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,4,53.44,52.14,62.5
2021-07-14,367,1093576,-3,14642,1,155,19757,24.6,30.9,0,7.571,13.714,3.143,-25.571,307.857,-35.714,9649482,72.987,5876774,1,51.85,1,0,2,1,3,2,1,3,1,3,2,1,1,5,54.69,53.57,62.5
2021-07-15,347,1093923,1,14643,1,149,19757,24.2,33.1,0,7.286,13.857,3.286,-25.857,321.857,-37.286,9722469,72.987,5926865,1,37.04,1,0,2,0,3,2,0,3,0,3,2,1,1,5,46.35,44.05,62.5
2021-07-16,364,1094287,3,14646,1,143,19757,20.6,25.6,0,7.143,13.857,3.286,-25.857,335.857,-38.714,9795456,72.987,5976956,1,37.04,1,0,2,0,3,2,0,3,0,3,2,1,1,5,46.35,44.05,62.5
