date,cases,total cases,death,total death,intensive care,hosp_patients,airplane passengers monthly average,min temp,max temp,school closures,retail and recreation,grocery and pharmacy,residential,transit stations,parks,workplaces,total doses,total new doses,total vaccinated,cancel public events,stringency index,stay home requirements,face coverings,public information campaigns,close public transport,international travel control,testing policy,Workplace closing,Restrictions on gatherings,Restrictions on internal movement,International travel controls,Income support,Debt/contract relief,Contact tracing,Vaccination policy,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
2020-07-03,699,69996,9,5420,3,766,6261,14.9,22.1,2,3.571,4.286,4.286,-21.286,187.143,-27.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-04,370,70366,0,5420,1,753,6261,13,19.4,2,3.429,3.714,5.143,-23.857,155,-28.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-05,315,70681,0,5420,5,748,6261,14.6,19.8,2,2.286,2.714,5.714,-25.714,139.857,-29.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-06,251,70932,0,5420,2,677,6261,13.2,20.1,2,2,2.714,6.286,-26.714,133,-31.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-07,278,71210,27,5447,2,656,6261,13.9,21.4,2,2.286,2.857,6.429,-26.571,146.857,-33.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-08,537,71747,35,5482,1,628,6261,9.1,14.6,2,2,2.857,6.714,-27,153.286,-35.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-09,335,72082,18,5500,2,563,6261,13.7,21.2,2,1.857,2.714,6.857,-27.143,165.571,-36.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-10,377,72459,26,5526,2,523,6261,15,21.3,2,1.286,2.571,7.143,-27.714,169.143,-38.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-11,314,72773,0,5526,2,509,6261,12.8,21.1,2,1.429,2.571,6.857,-26.429,184,-38.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-12,106,72879,0,5526,3,507,6261,12.8,20.9,2,2.429,3,6.429,-24.429,202,-37.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-13,170,73049,0,5526,3,474,6261,14.6,20.9,2,3,3.286,6.286,-23.857,222.429,-38.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-14,315,73364,19,5545,2,464,6261,16.1,21.5,2,2.714,3.143,6.571,-24.286,228.714,-39.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-15,299,73663,27,5572,0,436,6261,16.5,21.1,2,3,3.286,6.714,-24.571,234.857,-40.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-16,273,73936,21,5593,4,366,6261,17.7,26.3,2,2.714,3.286,6.857,-24.571,247.286,-41.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-17,299,74235,26,5619,3,341,6261,19.4,26.8,2,2.286,3.143,6.429,-23.857,273,-42.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-18,200,74435,0,5619,0,335,6261,17.9,26.7,2,1.857,2.857,6,-22.714,291,-42.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-19,110,74545,0,5619,2,337,6261,21,27.3,2,1.857,3,5.571,-22,302.714,-42.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-20,131,74676,0,5619,3,312,6261,18.9,23.5,2,2,3.714,5.571,-22.286,300.143,-43,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-21,226,74902,27,5646,5,322,6261,15.5,19,2,2.571,4.143,5.429,-22,306.571,-43.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-22,297,75199,21,5667,1,304,6261,13.5,20.8,2,2.714,4.143,5.286,-21.429,319.429,-43.286,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-23,220,75419,9,5676,1,313,6261,12.5,19.7,2,3,4.143,5.429,-21.857,312.857,-43.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-24,262,75681,21,5697,1,302,6261,14,21.4,2,4.286,4.714,6,-22.857,289.714,-43.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-25,138,75819,0,5697,0,300,6261,13.8,23.9,2,5.286,4.857,6,-22.714,285.857,-43.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-26,42,75861,0,5697,1,299,6261,18,23.1,2,6,4.857,6.286,-23.429,272.429,-43.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-27,71,75932,0,5697,1,298,6261,16.2,24.3,2,6.714,4.571,6.143,-22.857,279.143,-43.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-28,283,76215,5,5702,0,298,6261,16.4,20.5,2,7,4.429,6.286,-23.143,268.714,-43.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-29,301,76516,28,5730,2,284,6261,15.3,20.7,2,7.286,4.429,6.571,-23.714,250.714,-43.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-30,302,76818,9,5739,0,258,6261,13.8,22.2,2,7.714,4.571,6.571,-24.143,238.571,-43.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-31,258,77076,4,5743,1,258,6261,15.6,21.5,2,7,3.857,6.143,-23.429,255,-43.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-01,303,77379,0,5743,3,267,6767,17.4,26.7,2,6.143,3.429,5.857,-23,265.714,-43.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-02,38,77417,0,5743,4,264,6767,18.5,25.5,2,5.714,3.429,5.714,-22.714,266.571,-43.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-03,165,77582,0,5743,1,243,6767,15.6,22.8,2,4.571,2.714,5.429,-22.714,258.286,-41.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-04,334,77916,4,5747,1,236,6767,15.9,22.8,2,4,2.286,4.857,-21.714,267.714,-40,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-05,425,78341,13,5760,3,227,6767,14.8,21.2,2,3.429,2,4.429,-21.429,266.143,-38.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-06,378,78719,6,5766,2,210,6767,18.1,23.6,2,2.571,1.714,4,-20.429,278.143,-37,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-07,380,79099,-3,5763,2,210,6767,21.1,30.4,2,1.857,1.857,3.571,-20,283.571,-35.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-08,260,79359,0,5763,5,211,6767,21.1,30,2,1.143,2,3.571,-20.286,284.429,-35.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-09,73,79432,0,5763,2,208,6767,19.3,26,2,0.429,2,3.143,-19.571,299.571,-35.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-10,196,79628,0,5763,1,221,6767,16.5,24.3,2,-0.571,1.714,2.857,-19.286,299,-34,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-11,417,80045,7,5770,3,213,6767,15.2,23.9,2,-1.571,1.286,2.571,-19.143,295.857,-32.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-12,444,80489,4,5774,2,218,6767,16.8,26.7,2,-2.286,0.857,2.143,-18.286,304.571,-30.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-13,362,80851,2,5776,4,215,6767,18.2,26.5,2,-2.714,0.714,1.857,-18,297.143,-29,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-14,344,81195,7,5783,0,209,6767,18.4,29.1,2,-2.429,0.857,1.714,-18,284.714,-27.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-15,226,81421,0,5783,2,209,6767,21.1,30.3,2,-2.286,1,1.714,-18.143,279.286,-27.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-16,63,81484,0,5783,1,211,6767,20.4,29.4,2,-2.714,0.857,1.857,-18.286,277.571,-27,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-08-17,174,81658,0,5783,1,215,6767,20.2,27.4,1,-3.571,0.286,1.714,-18.143,273.286,-26.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-18,314,81972,7,5790,2,215,6767,19.8,29.2,1,-4.143,0.143,1.571,-17.714,266.143,-25,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-19,351,82323,12,5802,2,217,6767,19.6,27.5,1,-4.857,0,1.429,-17.429,253,-23.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-20,333,82656,3,5805,1,203,6767,20.3,26.9,1,-5.143,-0.143,1.286,-17.286,237.429,-22.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-21,298,82954,5,5810,0,199,6767,19.6,26.1,1,-5.143,0,1.429,-17,217.429,-21.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-22,160,83114,0,5810,1,199,6767,19.6,26.7,1,-4.286,0.143,2.143,-18.714,190.286,-21.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-23,57,83171,0,5810,1,199,6767,17,23.8,1,-4,-0.286,2.714,-20.286,164.286,-21.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-24,182,83353,0,5810,3,187,6767,15.8,21.1,1,-4.286,-1,2.714,-20.286,149.143,-20.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-25,225,83578,4,5814,1,177,6767,13.1,21.3,1,-3.429,-0.571,2.571,-20.143,136.286,-20.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-26,246,83824,3,5817,1,168,6767,14,21.6,1,-3,-0.571,2.571,-20.286,125.429,-19.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-27,134,83958,3,5820,1,177,6767,13.2,20.7,1,-2.429,-0.429,2.571,-20.143,120.571,-19.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-28,0,83958,1,5821,0,165,6767,13.2,19.7,1,-1.714,-0.429,2.429,-20,116.857,-19,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-29,0,83958,0,5821,0,166,6767,13.1,16.5,1,-1.286,-0.429,2.429,-20.571,107.571,-19.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-30,0,83958,0,5821,1,163,6767,13.6,19.9,1,-0.571,-0.286,2.429,-20.286,107.571,-19.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-08-31,421,84379,0,5821,0,159,6767,9.4,14.3,1,-0.429,-0.143,2.429,-20.286,105.571,-19.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-01,142,84521,-8,5813,1,163,6767,12.9,19.9,1,-1.429,-1,2.571,-20.286,105.429,-19.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-02,11,84532,7,5820,3,152,6767,12.7,18.3,1,-2.143,-1.429,2.571,-20.429,106.143,-19.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-03,197,84729,12,5832,3,142,6767,15.3,20.5,1,-3.286,-2,2.714,-20.857,103.143,-19.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-04,256,84985,3,5835,0,136,6767,14.8,19.2,1,-3.857,-2,2.857,-21.143,101.143,-19.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-05,0,84985,0,5835,1,131,6767,13.5,19.8,1,-3.857,-2,2.857,-20.714,104.857,-19.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-06,0,84985,0,5835,0,135,6767,11.4,19,1,-4.714,-2.286,3,-21.143,103.286,-19.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-07,573,85558,0,5835,0,138,6767,10.8,18.9,1,-5.143,-2.286,3,-21.143,104.286,-19.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-08,149,85707,3,5838,0,141,6767,11.2,19.1,1,-5.857,-2.429,3.143,-21.857,96.857,-20,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-09,173,85880,4,5842,1,140,6767,12.9,18.4,1,-6.571,-2.714,3.286,-22.429,90.571,-20,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-10,314,86194,1,5843,0,131,6767,10.3,15.5,1,-6.429,-2.857,3.143,-22.143,92.429,-19.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-11,311,86505,3,5846,2,129,6767,9.9,17.6,1,-6.571,-3,3,-22,93.571,-19.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-12,0,86505,0,5846,4,128,6767,11.6,14.4,1,-7.286,-3.286,3,-22.714,88.143,-20,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-13,0,86505,0,5846,1,130,6767,11.1,17.6,1,-7.571,-3.429,2.857,-22.857,86,-20.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-14,0,86505,0,5846,1,148,6767,14.6,17.7,1,-7.857,-3.571,2.714,-22.714,85.714,-19.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-15,840,87345,0,5846,2,145,6767,14.4,17.2,1,-7.714,-3.714,2.429,-22,92.429,-18.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-16,230,87575,14,5860,1,152,6767,10.9,17.3,1,-7.571,-3.857,2.286,-21.429,96.429,-17.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-17,310,87885,4,5864,0,154,6767,7.8,13.9,1,-7.857,-4.143,2.143,-21.571,95.286,-17,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-18,352,88237,1,5865,1,141,6767,9.2,17.7,1,-7.429,-3.857,2,-21.286,96.571,-16.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-19,0,88237,0,5865,2,142,6767,9.2,16,1,-6.571,-3.571,1.714,-19.857,107.571,-15.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-20,0,88237,0,5865,0,139,6767,9.9,16.4,1,-6.429,-3.429,1.714,-19.571,110,-15.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-21,0,88237,0,5865,0,138,6767,11.9,18.5,1,-6.429,-3.571,1.857,-19.714,106.429,-15.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-22,1199,89436,0,5865,2,148,6767,10.9,17.5,1,-6.429,-3.429,2,-20.143,101.571,-15.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-23,320,89756,11,5876,3,150,6767,10.7,21.1,1,-6.286,-3.286,2,-20.286,103.143,-15.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-24,533,90289,2,5878,2,151,6767,12.4,20.9,1,-6.429,-3.143,2.143,-20.571,99.429,-14.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-25,634,90923,2,5880,1,156,6767,10.9,17.8,1,-5.857,-2.857,2.286,-21.143,92.429,-14.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-26,0,90923,0,5880,0,158,6767,14.3,17.1,1,-5.286,-2.429,2.571,-22.429,79.714,-14.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-27,0,90923,0,5880,0,158,6767,13.4,19.2,1,-4.286,-2,2.714,-22.571,78.571,-14.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-28,0,90923,0,5880,3,156,6767,11.8,18,1,-4.143,-1.857,2.857,-22.857,75.143,-13.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-29,1543,92466,0,5880,0,158,6767,13.1,15.5,1,-4,-1.714,2.857,-23.143,70.429,-13.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-09-30,397,92863,13,5893,4,155,6767,10.9,18.4,1,-3.571,-1.286,2.857,-23.143,66.857,-13.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-01,752,93615,0,5893,3,156,7846,11.4,13.5,1,-3.286,-0.857,2.857,-23.286,64.143,-13,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-02,668,94283,2,5895,0,161,7846,12.4,17.3,1,-4,-1.143,2.857,-23.286,64.286,-12.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-03,0,94283,0,5895,3,161,7846,13.1,14.3,1,-4.714,-1.429,2.857,-23.286,65.286,-13,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-04,0,94283,0,5895,1,162,7846,13.4,14.3,1,-6.286,-1.857,3.143,-24.571,54.571,-14,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-05,0,94283,0,5895,5,155,7846,12.4,19.2,1,-6.571,-1.857,3,-24.429,57.143,-14,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-06,1862,96145,0,5895,2,166,7846,11.9,14.7,1,-7.429,-2.286,3.143,-24.857,51.286,-14.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-07,532,96677,-3,5892,3,172,7846,12.2,16.4,1,-8,-2.571,3.143,-25.143,47,-14,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-08,855,97532,0,5892,3,179,7846,11.1,15,1,-8.571,-2.857,3.286,-25.286,45.714,-14,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-09,919,98451,2,5894,3,180,7846,10.8,13.3,1,-9,-3,3.429,-25.571,43.857,-13.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-10,0,98451,0,5894,5,184,7846,9.9,12.1,1,-9.571,-3.286,3.714,-26.143,40,-14,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-11,0,98451,0,5894,1,196,7846,6.2,13.2,1,-9.429,-3.429,3.571,-25.429,46.429,-13.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-12,0,98451,0,5894,3,204,7846,7.4,10.3,1,-10,-3.714,3.714,-25.714,44.143,-13.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-13,2203,100654,0,5894,3,222,7846,5.2,10.3,1,-9.857,-3.571,3.714,-25.429,49.857,-13.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-14,678,101332,13,5907,4,218,7846,6,9,1,-10.143,-3.571,3.857,-25.714,49.143,-13.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-15,1075,102407,3,5910,1,218,7846,5.2,10.5,1,-10.143,-3.571,3.857,-25.714,49.857,-13.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-16,793,103200,8,5918,2,238,7846,5.6,10.1,1,-10.429,-3.714,4,-25.857,48.429,-13.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-17,0,103200,0,5918,1,238,7846,5.8,11,1,-10.286,-3.714,3.857,-25.571,53.286,-13.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-18,0,103200,0,5918,5,245,7846,4.2,6.3,1,-10.571,-4,4,-26.143,51.571,-13.714,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-19,0,103200,0,5918,4,270,7846,2.8,5.8,1,-10.143,-3.714,4,-26.286,48,-13.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-20,3180,106380,0,5918,2,278,7846,1,7,1,-10.143,-3.571,4.143,-26.857,40.714,-13.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-21,975,107355,11,5929,4,290,7846,8.6,10.7,1,-10.143,-3.429,4.286,-26.857,37.714,-13.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-22,1614,108969,1,5930,9,309,7846,10.9,11.7,1,-10.143,-3.286,4.429,-27.143,33.143,-13.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-23,1625,110594,3,5933,7,309,7846,3,6.4,1,-9.286,-2.714,4.429,-27,31.714,-13.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-24,0,110594,0,5933,4,328,7846,4,9.8,1,-8.857,-2.143,4.571,-27.286,25.857,-13.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-25,0,110594,0,5933,7,344,7846,6.2,12.3,1,-8,-1.286,4.571,-27.286,22,-13.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-26,0,110594,0,5933,5,386,7846,10.3,12.2,1,-6.714,-0.857,4.857,-27.857,22.571,-15.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-27,5191,115785,0,5933,10,454,7846,9,11.1,1,-5,0,5,-28,26.857,-17,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-28,2128,117913,-6,5927,12,497,7846,7.6,11.4,1,-3.714,0.429,5.143,-28.714,29.429,-19,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-29,3254,121167,7,5934,6,492,7846,7,11.1,1,-2.429,1,5.286,-29.286,34.429,-21.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-30,3188,124355,4,5938,10,533,7846,4.1,7,1,-3.143,0.714,5.857,-30.714,35.857,-24.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-10-31,0,124355,0,5938,7,562,7846,6.1,10.3,1,-5.429,-0.143,5.857,-31.143,37.714,-25.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-01,0,124355,0,5938,9,566,4016,9.1,10.1,1,-7.286,-1.429,5.857,-32,36.286,-26.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-02,0,124355,0,5938,20,687,4016,11,15.1,1,-10,-2.714,6,-32.571,31.714,-24.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
